Season,Episode,Title,Airdate,Rating,Total Votes,Episode Description,Wiki Fandom Descriptions,Wikipedia Episode Descriptions
4,10,Captain Latvia,13/12/2016,7.6,2163,Jake and Charles face off against a Latvian criminal ring when Jake helps Charles find his son's favorite toy for Christmas.,"Charles enlists Jake's help in tracking down his son's favorite toy for Christmas and the two find themselves accidentally facing off against a Latvian criminal ring as a result. Back at the precinct, the team gears up for their annual Christmas carol competition against their sworn enemy: the MTA.[1]
","The Nine-Nine precinct attempts to defeat the MTA Police in the annual Christmas singing competition. Meanwhile, Boyle and Jake attempt to track down the imported toy that Charles bought Nicolaj for Christmas, and find themselves infiltrating the Latvian mob."
4,11,The Fugitive Pt. 1,1/1/17,8.5,2299,"The squad goes on a manhunt for a group of convicts who've escaped from a prison van on the streets of Brooklyn. When one fugitive is still loose, Jake gains a surprising ally.","A mass escape of convicts from a prison van in the streets of Brooklyn sends the entire squad on a manhunt. The only key witness? Former NFL running back Marshawn Lynch (guest-starring as himself). Meanwhile, Jake and Amy place a bet on who can bring in the most escaped convicts - and the loser has to move into the winner's apartment. Then, with only one fugitive still on the loose, Jake enlists a surprising ally.[1]
","Captain Holt tells the squad that crime is down sharply in Brooklyn, but everyone's happiness over this news turns to horror when he then says that the NYPD is looking to shut down one precinct out of the 22 in the borough. All of the squads are being audited, and the 9-9's auditor is Amy's ex-boyfriend Teddy, who hasn't forgotten that Amy dumped him with encouragement from Jake. Jake and Amy end up in a comedy of errors in alternately trying to make nice with Teddy and keep him from finding out they still think he's the most boring man alive. At the precinct, Holt tasks Terry to fix a $21,000 Japanese copier that former Captain C.J. ordered, and Boyle and Diaz have to deal with a rat infestation emergency. Gina returns much too early from being badly injured when hit by a bus and uses her status to help fix the 9-9's maintenance issues, while Teddy eventually recuses himself from auditing his ex's squad. The new auditor is a woman who used to date Terry, despises him in the present, and tells him that she's going to shut the 9-9 down for good."
4,12,The Fugitive Pt. 2,1/1/17,8.5,2042,"The squad goes on a manhunt for a group of convicts who've escaped from a prison van on the streets of Brooklyn. When one fugitive is still loose, Jake gains a surprising ally.",Description not found,"With Terry's ex-girlfriend Veronica now running the audit of the 9-9, Amy and Gina try to figure out what Terry did wrong during the breakup that has Veronica still holding a grudge, but Terry insists he was as nice about it as possible. Jake and Rosa tackle the case of a missing laptop computer on the set of the TV crime showServe & Protect, which finds Jake's judgment clouded when the executive producer offers him a ""consulting producer"" role for the series, and more disruptions from the fact that the star of that show Mark Devereaux is acting like he's really an NYPD detective. Meanwhile, Holt and Charles decide to go over Veronica's head and straight to the Deputy Commissioner. Upon discovering dirt on the DC, the two are at odds over whether they should resort to blackmail."
4,13,The Audit,11/4/17,7.7,2079,The squad tries to save their precinct from getting shut down when it's being audited by Amy's ex-boyfriend Teddy.,"With the crime rate lowered, Brooklyn will be shutting down one of its precincts - permanently. The Nine-Nine is confident they will be evaluated fairly until the official auditor turns out to be Amy's ex-boyfriend, Teddy (guest star Kyle Bornheimer). The whole squad then must band together to try to save the precinct.[1]
","Holt announces the Nine-Nine has a very good chance of being shut down, stating it is between them and the 74th Precinct. Terry learns he needs to work one more case to catch Hitchcock, who has closed the most cases in the history of the 99th, mainly due to being there 20 years longer. Gina continually pranks the detectives while live-casting herself in front of her audience the ""Ginazon"". Amy convinces Holt to speed through five years of mentorship before the Nine-Nine closes. Jake and Charles set out on their last case together, which balloons into a big drug bust. They go for the bigger collar, even though it means the case will not be resolved until after HQ's decision. The precinct goes to a bar expecting to be shut down, but Holt soon exclaims they are staying open, thanks to the ""Ginazon"" protesting to the commissioner's office."
4,14,Serve & Protect,18/04/2017,7.9,2074,Jake and Rosa investigate a case of burglary that occurred on the set of one of their favorite detective shows as Terry's ex takes over auditing the Nine-Nine.,"Terry's ex replaces Teddy in evaluating the precinct, but Jake and Rosa are distracted by a burglary case that occurred on the set of one of their favorite detective TV shows. As the rest of the Nine-Nine concentrate on the audit (and Terry's past relationship strategies), Jake and Rosa pass time with the series star and producer, who meddle in the case and charm Jake with the glamour of show business.[1]
","Terry experiencesracial profilingnear his house at night as he is searching for his daughters’ blanket on the street, dropped from the minivan when Jake and Amy drove his daughters home. Holt disagrees that Terry insists to file a complaint to the officer concerned, as it may affect Terry’s career advancement that Holt considers as a step to ""change the system"". Later, he understands that his position as captain enables him to support Terry as none of his own superiors ever did. Meanwhile, Jake and Amy face the challenges of parenthood as Cagney and Lacey persist on knowing what causes their father to get in trouble."
4,15,The Last Ride,25/04/2017,8.3,2162,Jake and Charles search for a bike thief on what may be their last case together.,"In what could be their last case as partners, Jake and Charles go to great extremes to apprehend a local bike thief. Terry shockingly isn't in the lead for ""Mr. Nine-Nine"" (the detective who has solved the most cases), leaving Rosa determined to boost his ego. Meanwhile, Amy spends some precious time with Holt.[1]
","The Nine-Nine crew attends a crime-fighting convention inRochesterwith the intent to party, but Holt insists they are there to learn. Holt is also bucking for a spot on the state board against a long-time rival. When the gang tries to sneak in a party that night, Charles misplaces a laptop that contains Holt's presentation to the board. Meanwhile, Scully falls for a female attendee who is like him in many ways."
4,16,Moo Moo,2/5/17,8.9,4165,Terry and Holt have different ideas for dealing with a fellow police officer who creates trouble for Terry in his own neighborhood.,"Sergeant Jeffords is stopped by a fellow police officer (guest star Desmond Harrington) while off-duty in his own neighborhood. When the incident escalates, Terry wants to file an official complaint against him, but Captain Holt has other ideas. Meanwhile, Jake and Amy get a glimpse into the difficulties of parenthood and answer some tough questions when they babysit Terry's kids.[1]
","Jake tries to help Amy prepare for a sergeant's exam, but unknown to him, Amy is avoiding the exam because becoming Jake's superior could have a negative effect on their relationship. Meanwhile, Gina is bequeathed an important Boyle family heirloom that belonged to Charles' recently deceased aunt, but she accidentally destroys it. Terry and Holt build a model train set for the kids in the lobby to enjoy and compete over which set is more appealing."
4,17,Cop-Con,9/5/17,8.3,2113,Holt tells the squad to be on their best behavior at Cop-Con.,"The precinct packs up and heads to the Tri-State Police Officers' annual ""Cop-Con"", which is usually the Nine-Nine's excuse for a big annual party. But the squad's fun is threatened this year when Raymond asks them to be on their best behavior.[1]
","Jake tries to impress Holt's mother, the Honorable Laverne Holt, while working the case of a break-in at her home. In doing so, he stumbles upon a secret that even Captain Holt doesn't know about his mother. At the precinct, Amy tries to teach a disinterested Gina how to change a tire on her car, while Terry's, Charles' and Rosa's refurnishing of the break room is met with resounding disapproval, especially from Scully and Hitchcock."
4,18,Chasing Amy,9/5/17,8,2061,Amy disappears just before the Sergeant exam.,"Amy suddenly vanishes hours before taking the Sergeant Exam, and it's up to Jake and Rosa to find her before it's too late.[1] Meanwhile, Terry and Holt devise a plan to spruce up the soft room by adding in model trains for children who come into the precinct. Gina and Charles debate over who gets the Mother Dough left by Great Nana Boyle after she died.
","Jake and Rosa work a drug case and find that they are interfering with an undercover investigation by Lt. Hawkins, whom they both greatly admire. A competition ensues when Hawkins indicates there might be room for one of the two on her task force. Holt tries to get a reluctant Amy to express anger with him when he loses her favorite pen. Meanwhile, Hitchcock is constantly fighting with Scully, stemming from Scully beginning to choose his new girlfriend over him. In the end, Jake discovers that Hawkins and her task force are connected to recent bank robberies."
4,19,Your Honor,16/05/2017,8,2006,Captain Holt's mother comes to the precinct for help when her house is robbed.,"Captain Holt's mom (guest star L. Scott Caldwell) seeks support from the precinct after her house is robbed. Meanwhile, Terry, Rosa and Boyle remodel the break room and Amy teaches Gina how to change her own car tire.[1]
","Jake and Rosa try to infiltrate Lt. Hawkins' corrupt operation. They attempt to get on her ""good side"" by faking corruptness and beating up Adrian Pimento, who is more than willing to help. At the precinct, Terry, Amy and Charles find evidence that Gina may be pregnant. She later reveals she is, and that the father is Boyle's cousin Milton. The following day, a hungover Jake and Rosa are forced to participate in Hawkins' latest bank robbery. When they text Holt and the precinct about where to meet them, they realize Hawkins has given them a fake address and are eventually framed and arrested by Hawkins herself for robbing the banks."
4,20,The Slaughterhouse,16/05/2017,8,2008,Jake and Rosa attempt to earn their idol's respect.,"Jake and Rosa try to earn the respect of their idol, Lieutenant Melanie Hawkins (guest star Gina Gershon), while Charles, Terry and Gina test different parenting methods to resolve a conflict between Scully and Hitchcock.[1]
","After two months have passed from being framed and arrested for the bank robberies, Jake and Rosa prepare to go on trial. Terry and a very stressed Charles hire a hacker to trace the source of Cayman Islands bank accounts that were somehow created in Jake's and Rosa's names. While on bail, Jake and Amy head to Pennsylvania to find a former colleague of Hawkins, who refuses to testify as a witness at first for fear of retribution. He later does, but it is revealed that the man is still working with Hawkins and is the person who transferred the robbery money in the first place. In the end, Jake and Rosa are both found guilty by the jurors."
4,21,The Bank Job,23/05/2017,8.5,2125,Jake and Rosa learn there's more to Lieutenant Hawkins' team than meets the eye as they continue searching for bank robbers.,"As Jake and Rosa continue their search for a bank-robbing operation with Lieutenant Hawkins (guest star Gina Gershon), they realize there's more to her team than meets the eye. After discovering a dangerous secret, they call for back-up from Holt and Pimento (guest star Jason Mantzoukas). Meanwhile, Boyle objects to Gina's new boyfriend Milton (guest star Ryan Phillippe).[1]
",
4,22,Crime & Punishment,23/05/2017,8.6,2267,Jake and Rosa are framed for a crime they didn't commit.,"Jake and Rosa are framed for a crime they didn't commit, it's up to the Nine-Nine to find a way to bust them out.[1]
",
5,1,The Big House Pt. 1,8/3/17,8.5,2498,Jake and Rosa each adjust differently to life in prison.,"Jake and Rosa assimilate to their new lives behind bars, but both are coping in very different ways. Jake bonds with his cellmate, Caleb, and is forced to join a prison gang led by notorious inmate Romero, in order to gain his protection. Meanwhile, in the women's prison, Rosa puts Holt and Terry to the test by having them complete outrageous favors for her. Back in the precinct, Amy and Charles are doing all they can to exonerate their colleagues.[1]
","Jake and Rosa have been in prison for a couple of months, with Jake having to deal with his amiable mass-murdering cannibal cellmate, and Rosa doing whatever it takes to establish herself as someone not to be messed with. Jake ends up being put in the general population after smuggling ""street soups"" to a feared gang led by Romero, and Holt and Terry struggle to fill a very long list of requests for help by Rosa after she realizes they're not going to stop trying to help her. Amy and Boyle badly miss Jake, and Gina is on maternity leave."
5,2,The Big House Pt. 2,3/10/17,8.4,2318,"Jake is torn between the warden and Romero, while a local mobster claims he can prove that Hawkins is guilty.","When the warden asks Jake to investigate Romero's drug smuggling operation, Jake and Caleb find themselves caught between the loyalty Jake has sworn to both of them. Meanwhile, Amy is offered a deal by a local mobster who claims he can prove that Hawkins is guilty, but Holt and the rest of the gang think they have a safer plan.[1]
","Jake undertakes a dangerous undercover mission at the warden's behest, but it looks like he'll end up getting killed by Romero, no matter how it turns out. The squad tries to figure out how to prove Lt. Hawkins was behind the robberies she framed Jake and Rosa for. An operation to hack into her phone is one option, but a more viable and much more dangerous one involves a Hawkins-loathing mob boss named Seamus Murphy, who will give Amy the information to clear Jake and Rosa if she will ""do a favor for me"" in return. When the operation fails, Holt secretly obtains the information from Murphy, resulting in Jake and Rosa's freedom at the cost of a favor Holt will owe Murphy in the future."
5,3,Kicks,10/10/17,8,2130,Jake must pass an official evaluation performed by Holt in order to solve a real case.,"Now that he's officially back at the precinct and desperate to solve a real case, Jake finds a loophole to get out of his temporarily designated desk duty. Unfortunately, that loophole rests on his ability to pass an official evaluation performed by Holt. While Charles provides Jake with moral support, Terry and Amy help Rosa, who believes Pimento may be cheating on her.[1]
","Jake must pass an official evaluation performed by Holt in order to get back in the field after his incarceration. When Jake starts doubting his choices after the prime suspect claims innocence, he sees it as a weakness, but Holt sees is as a strength. Meanwhile, Rosa gets Amy and Terry's assistance to discover if Pimento is cheating on her. Despite being proven innocent, Rosa decides to break up with him after realizing she would've felt relieved had he been caught."
5,4,HalloVeen,17/10/2017,9.5,4666,"The Nine-Nine has their fifth annual Halloween heist, and everyone has until midnight to claim the title of ""Amazing Human/Genius"".","The Nine-Nine embarks on its fifth annual Halloween Heist and, as usual, everybody has a plan and no one is safe. Relationships and friendships are tested as the title ""Amazing Human Slash Genius"" must be snagged by midnight, leaving everyone pitted against each other.[1]
","On the fifth annual Halloween heist, all members of the squad try to capture the champion cummerbund. Charles, Rosa, and Terry team up to form ""The Tramps"", as none of them have won the heist yet. Amy figures out Jake's plan and finds the cummerbund; but it is revealed that Jake changed the inscription on the belt from ""amazing human/genius"" to ""Amy Santiago, will you marry me?"" Amy accepts Jake's proposal and the two become engaged. While he is happy for them, Captain Holt is slightly upset by the fact that no one technically won the heist, since Jake changed the belt."
5,5,Bad Beat,7/11/17,8,2096,"Jake, Terry and Holt go undercover at an illegal gambling club to track down an arms dealer.","To track down the infamous arms dealer Dan ""Daniel"" Valdano (guest star David Figlioli), Jake and Terry go undercover at an illegal gambling club, but when Holt gets involved to coach the two in the art of poker, his addiction resurfaces. Meanwhile, Boyle buys a food truck that was formerly used in a brutal string of murders without telling his investor, Amy, and Hitchcock and Scully challenge Rosa to a ""Butt-lympics"".[1]
","Jake and Terry propose to join an underground gambling ring to catch a criminal. However, in the process, Captain Holt relapses into his oldgambling addiction. Charles is planning a new food truck venture and ropes in Amy as an investor, only to later tell her that the truck he bought was the scene of a notorious murder. Rosa accepts Hitchcock's and Scully's challenge when they say she can't sit all day like they do."
5,6,The Venue,14/11/2017,7.8,2088,The Vulture returns and threatens to take away something important from Jake and Amy.,"The always unwelcome Vulture (guest star Dean Winters) pops back into Jake and Amy's lives, threatening to swoop in and take something important away from them. Meanwhile, Boyle and Rosa must track down ""Sergeant Peanut Butter,"" the kidnapped NYPD horse that Charles envies, and Holt challenges Terry to be less image-conscious.[1]
","Jake and Amy find a mansion that makes a perfect venue for their wedding, only to have it snatched at the last second by The Vulture, who is also planning to get married on the same day to a woman named Jean Munhroe. After finding out that his fiancé is a kind charity worker and that Vulture will likely cheat on her, they debate over whether they want the venue or to save Jean from her marriage. Charles and Rosa track down and rescue Sergeant Peanut Butter, whom Charles still envies for stealing his thunder when he received his Medal of Valor. Much to Charles' dismay, Peanut Butter is given the credit for the rescue despite Charles saving his life. Captain Holt tries to convince Terry to be less image-conscious after Terry begins to prepare a party for a cop he accidentally offended."
5,7,Two Turkeys,21/11/2017,8.1,2137,Jake and Amy bring their parents together for Thanksgiving.,"Jake and Amy attempt to get their parents to bond over Thanksgiving dinner, but their first holiday together as a family does not go well. Meanwhile, at the precinct, Holt and Kevin's special Thanksgiving pie is stolen from his office and Holt searches through the ranks for the possible culprit.[1]
","Jake and Amy attempt to get their parents to bond over Thanksgiving dinner, but their first holiday together as a family does not go well. However, an unexpected injury causes both sets of parents to reexamine their feelings towards each other, and fulfill Jake’s wish of a big family Thanksgiving. Elsewhere, Holt and husband Kevin’s Thanksgiving pie goes missing, and Holt suspects Rosa, Boyle, or Terry  may have taken the pie, as they each tell lies about their Thanksgiving plan. After interrogating them with no luck, Holt enlists the help of Hitchcock and Scully in order to uncover the culprit and find the pie, only to be shocked at his discovery later."
5,8,Return to Skyfire,28/11/2017,7.5,2064,"When DC Parlov returns to the precinct to report his latest manuscript being stolen, Terry, Jake and Rosa go undercover at a fantasy convention to catch the culprit.","When Terry's favorite author, DC Parlov (guest star Fred Melamed), returns to the precinct because his latest manuscript was stolen, Terry and Jake convince Rosa to go undercover with them at a fantasy fiction convention to find the culprit. As drama ensues between Parlov and another writer (guest star Rob Huebel), Terry admits that he's been writing a book of his own. Back at the precinct, Holt, Amy and Charles take a forensics course, but Charles' big mouth gets him in trouble.[1]
","Skyfire author DC Parlov returns to the precinct after the latest manuscript for his upcoming book was stolen. Jake and Terry who have bonded over their love for Parlov’s book, go to a convention along with Rosa to investigate and find out that Parlov's rival, Landon Lawson, also had his manuscript stolen. As the two authors accuse each other of stealing their work, Terry reveals to Jake that he's been writing a fantasy novel of his own. Jake encourages Terry to have Parlov look at it, only to find out that it's terrible. Back at the precinct, Holt, Amy, and Charles take a forensics course and things go south when their tactic to keep Charles' mouth shut fails."
5,9,99,5/12/17,8.8,2642,"Holt learns he's in the running to become Chief Commissioner of the NYPD when the squad is in LA for a funeral, but when they miss their flight back to New York, Jake tries to get Holt back in time for the interview.","While the entire precinct attends a funeral in LA, Holt learns that he is in the running to become Chief Commissioner of the NYPD - his dream job. But after missing their flight back to New York, Jake must devise a variety of ways to get Holt back in time for the interview. Forced to stay with some estranged members of the Boyle family, Amy tries to convince everyone that she can be laid back, Terry panics about losing his first-class flight and Charles uncovers some new information about Rosa's personal life.[1]
","While at a funeral in Los Angeles for their former police chief, Captain Holt finds out he is in the running to be commissioner. After experiencing many difficulties like missing their flight and having their RV explode, Jake and the squad must find a way to get from Los Angeles to New York in time for Holt's interview. Jake finds out that Holt was sabotaging the trip purposefully due to his compromise with Murphy, but the squad vows to find a way to solve Holt's issue and get him to the interview on time. During the trip, Amy tries to act less serious, Terry's upset about missing his first-class flight, and Charles discovers that Rosa is bisexual."
5,10,Game Night,12/12/17,8.6,2665,Jake helps Rosa break big news to her parents.,"Rosa begs Jake to help her break some big news to her parents, but her plan is thrown off when they wrongly assume the two are dating. Meanwhile, the rest of the squad are having Internet problems with Cyber Crimes, who has recently moved into the second floor of the building where the Nine-Nine works.[1]
","After Rosa reveals she is bisexual to her colleagues, she seeks Jake's help in telling the news to her parents during a dinner with them. Though she initially pretends to be dating Jake during dinner, she comes out and invites Jake to join her family for Game Night, where she finds out how much her parents are willing to accept the change. Meanwhile, the precinct turns to Gina for help when the Cyber Crimes division is using up all their bandwidth, resulting in slow internet. After Gina helps them, she reveals she plans on quitting the Nine-Nine to pursue a career in entrepreneurship. However, after being touched by Amy and Charles' good-byes, she decides to return to the Nine-Nine while continuing to work on her side business."
5,11,The Favor,12/12/17,8,2049,"Holt owes Seamus Murphy a favor, so the precinct searches for a loophole that will allow the captain to keep his end of the bargain without breaking the law.","Seamus Murphy (guest star Paul Adelstein) returns to redeem the favor Holt owes him, the precinct searches for a loophole that will allow Holt to uphold his end of the bargain without breaking the law.[1]
","Seamus Murphy finally asks Holt for his favor: To request a permit for a block party that will cover up their next crime. Jake and Charles go undercover and befriend Seamus' dimwitted nephew, Kyle, to find out what the Murphys are planning and stop it. Amy and Rosa try to request a permit for the block party, but when they are rejected, they try to find holes in the bureaucratic system Amy's grown to adore. Terry tries to find Gina time and space to use her breast pump for her baby. After the Nine-Nine uncovers Seamus' plan, they manage to foil the planned robbery while ensuring Holt keeps up his end of the bargain. When they arrest Kyle to protect him from his uncle's wrath, Seamus finds out about the ruse and threatens Kevin's life."
5,12,Safe House,18/03/2018,8.7,2383,"After Seamus threatens Kevin, Holt devises an elaborate plan to hide him in a safe house, with Jake as his guard. Kevin is miserable as the 99 works overtime to find Seamus and take him down.","After Seamus threatens Kevin, Holt devises an elaborate plan to hide him in a safe house, with Jake as his guard. Kevin is miserable as the 99 works overtime to find Seamus and take him down.[1]
","Kevin and Jake are forced to stay in a safe house for two months to avoid getting caught by Seamus Murphy and his men, with heavy restrictions placed by Holt. Jake begins to worry when Holt's over-protectiveness starts to strain his and Kevin's marriage. The Nine-Nine try to track down Murphy. Rosa goes to a hair salon and is forced to make small talk and change her hair to get info out of Murphy's girlfriend. Amy, Terry, and Scully search through a room full of shredded documents to pin down Murphy's location."
5,13,The Negotiation,25/03/2018,8.3,2241,Jake runs into a familiar face when he's called in to negotiate a hostage situation with a jewel thief.,"Jake is called upon to negotiate a hostage situation with a jewel thief, only to discover that the culprit seems to be a familiar face. Amy and Gina help Charles with the high demands of his new food truck, and Holt panics when a member of the Police Commissioner selection committee decides to interview Hitchcock about Holt.
[1]
","Jake is requested to act as a negotiator for a hostage situation at a jewelry store, only to find out that it's a set-up from Doug Judy, who asks for his help to take down a dangerous criminal in order to rescue Judy's mother. Amy and Gina try to help Charles out with his new food truck, as the stress of his new business and perfectionist attitude seems to be getting to him. When a member of the Police Commissioner selection committee decides to interview Hitchcock about Holt's qualities, Holt and Terry train him to be less disgusting and more professional."
5,14,The Box,1/4/18,9.6,6262,Jake and Holt spend all night trying to get a confession out of a suspect.,"Jake embarks on an all-night long interrogation in order to elicit a confession out of a suspect. But when Captain Holt skips the opera in order to stay back and help, the two cops clash over how to get him to talk.[1]
","Jake and Holt spend the night interrogating dentist Phillip Davidson to determine if he murdered his partner. The task proves difficult, as Davidson appears to have a defense for all of their accusations and strategies, leaving Jake to take drastic measures."
5,15,The Puzzle Master,8/4/18,7.7,2031,Jake and Amy investigate a series of arsons connected to Amy's favorite crossword puzzle author.,"Jake surprises Amy with an investigation into a string of arsons connected to her favorite crossword puzzle author, Vin Stermley (guest star David Fumero). Meanwhile, Gina helps Holt jazz up his commissioner candidate speech, and Terry, Rosa, Hitchcock and Scully argue over who is most deserving of the new detective car.[1]
","After Amy passes the Sergeant's Exam, Jake tries to make their last case together memorable by choosing an investigation of a series of arsons connected to Amy's favorite crossword puzzle author, Vin Stermly. When Vin joins them on the case and impresses Amy with his intellect and looks, Jake becomes jealous. Holt and Gina meet the competition for Police Commissioner and are intimidated by a young woman in the running. Terry, Rosa, Hitchcock, and Scully debate over who should get the new Detective car."
5,16,NutriBoom,15/04/2018,7.8,2027,Jake and Charles get suckered into a pyramid scheme.,"Jake and Charles realize that they've been suckered into the cult-like NutriBoom pyramid scheme, and must find a way to sever their contracts.[1]
","When thepyramid schemeNutriBoom refuses to let Jake go off easy after he wants to cancel his contract that he signed in ""HalloVeen"", he and Charles try to bring down the organization from the inside by investigating the company's shady past. Meanwhile, Amy's first day as Sergeant becomes stressful when she has to deal with a upbeat overachiever who behaves similar to her."
5,17,DFW,15/04/2018,7.8,2161,Jake meets his half-sister and she invites herself to stay.,"Jake invites his newly discovered half-sister (guest star Nasim Pedrad) to stay with him in New York, but when he and Amy realize she's a bit of a nightmare, they must find a way to get her back home to Dallas.[1]
","Jake's chaotic half-sister, Kate, comes to visit him and Amy for a couple days after a rough break-up. When she considers moving to New York to live with them, the two try to figure out a way to get her to return to Dallas. Terry injures himself after performing yoga with Charles and gets stuck in Hitchcock and Scully’s nap room. Gina tries to set Rosa up on a date."
5,18,Gray Star Mutual,22/04/2018,8,1992,Pimento shows up as the insurance agent when a fire destroys Charles' food truck.,"When a fire destroys Charles' food truck, Pimento unexpectedly shows up to the scene as the insurance agent. Meanwhile, Rosa helps Amy to see that it's okay to get excited about picking her wedding dress, and Gina and Terry coach Holt in the art of social media.[1]
","Pimento returns as an insurance claims investigator to help Jake and Charles find out who burned down Charles' food truck. However, when he discovers how many events he's missed at the Nine-Nine after not being updated by the precinct for several months, he turns against them. Amy thinks that shopping for her wedding dress would make her look weak to her subordinates, so Rosa helps her choose the right dress while instilling a sense of confidence within her. Terry and Gina try to have Holt set up a Twitter account to increase his social media presence."
5,19,Bachelor/ette Party,29/04/2018,8.5,2098,Charles plans a scavenger hunt for Jake's bachelor party; Amy's bachelorette party escalates when it's discovered she once slept with a member of her soon-to-be wedding band.,"Charles plans an elaborate scavenger hunt for Jake's bachelor party, but the day goes awry when the guys decide to take some short cuts instead. Meanwhile, Amy's bachelorette party escalates when the ladies realize she previously slept with a member of her soon-to-be wedding band.
","Charles plans out an overly-elaborate scavenger hunt for Jake's Bachelor Party. Not wanting to spend hours attempting it, Jake, Holt, and Terry go to a restaurant instead and try skipping to the end of the hunt only to suffer the consequences. At Amy's Bachelorette party, Amy finds out that Jake hired a band whose lead member she once dated (and is still in love with her) to perform at their wedding. She and the bridesmaids try to cancel the band's appearance."
5,20,Show Me Going,6/5/18,8.4,2261,The Nine-Nine fears for Rosa's safety when she responds to an active shooter alert.,"When Rosa responds to an active shooter alert, the rest of the squad is forced to stay back, desperately fearing for her safety. Feeling helpless, Jake frantically brainstorms ways to offer his assistance, Terry faces an existential crisis and Gina and Amy try to make themselves useful by fixing the broken toilet on the 4th floor.[1]
","When news of an active shooter in Brooklyn Heights reaches the precinct, they learn Rosa is near the scene and is heading to help. When they hear this, the squad, unable to go themselves, desperately fears for her safety. Feeling helpless, Jake frantically brainstorms ways to offer his assistance, only to be shut down by Holt. Meanwhile, Terry faces an existential crisis, and Gina and Amy try to make themselves useful by fixing Rosa's broken toilet."
5,21,White Whale,13/05/2018,8,1945,Rosa and Amy track down a killer who's managed to elude them for seven years; Terry helps Jake with his wedding chores; Holt and his rival try to convince each other to resign from the campaign for Commissioner.,"Rosa and Amy team up to take down their ""white whale"" suspect - a ruthless killer who has managed to elude them for seven years - while Terry helps Jake tackle his wedding planning chores. Then, Captain Holt and his rival, Olivia Crawford, try to convince each other to step down in the campaign for Commissioner.[1]
","Rosa and Amy team up to take down their ""white whale"" suspect - a ruthless killer who has managed to elude them for seven years - while Terry helps Jake tackle his wedding planning chores, such as picking out the proper napkin color. Elsewhere, Captain Holt and his rival, Olivia Crawford, try to convince each other to step down in the campaign for Commissioner."
5,22,Jake & Amy,20/05/2018,9.2,3213,The squad rushes to save Jake and Amy's wedding day from a major threat.,"Jake and Amy's wedding day is majorly threatened, and Charles and the whole squad rush to help save it. Amidst the chaos, Holt hesitates to open the email that will indicate if he has won his campaign for Commissioner, despite Gina's encouragement. Meanwhile, Terry gently pushes Rosa towards a potential love interest.[1]
","Jake and Amy's wedding plans start falling apart as someone has threatened the wedding with a bomb. Jake, Amy, and Charles discover that the culprit was a criminal Amy arrested in the past who planted a bomb in the vents after seeing the wedding advertised in the newspaper by Charles. Charles redeems himself by setting up the wedding outside of the precinct, where Jake and Amy are happily married. While fixing Amy's veil, Terry and Rosa meet a cab driver named Alicia, whom Terry tries to hook Rosa up with. Holt receives an email informing him if he has successfully been appointed Commissioner, and holds off reading it out of fear. At the wedding after-party, Holt finally reads it, but his neutral facial expression leaves the squad unsure as to the outcome."
6,1,Honeymoon,28/03/2019,8.4,2828,Jake and Amy go on their honeymoon; Gina and Charles get into a family squabble; Terry tries to live up to his new nickname.,"Jake and Amy go on their honeymoon. Capt. Holt finds out whether he is the new commissioner of the NYPD.[2][3]
 Jake and Amy get a major honeymoon upgrade, but their time in paradise is derailed by an unexpected guest; back at the Nine-Nine, Gina and Charles get into a familial squabble; Top Dog Terry struggles to live up to his new nickname.
","Jake and Amy use their wedding insurance to spend their honeymoon on a beach resort in Mexico. They end up staying at the same hotel as Holt, who is taking some time off to recover from losing the Commissioner title to John Kelly. When his depression starts ruining their vacation and leads him to consider quitting his job, the newlyweds try to figure out how to lift his spirits. Meanwhile, Terry struggles to lead the precinct during Holt's absence, and Charles tries to find out from Gina why their parents are divorcing."
6,2,Hitchcock & Scully,4/4/19,8.8,2998,"Jake and Charles investigate a case of Hitchcock and Scully's from the 1980s; meanwhile, Amy's uniformed officers and Terry's detectives fight over limited resources.","Jake and Charles investigate a case of Hitchcock and Scully from the 1980s. Meanwhile, Amy's uniformed officers and Terry's detectives fight over limited resources.[2]
","Jake and Charles investigate a case from Hitchcock and Scully's younger days to determine if the two older detectives are withholding any stolen cash. Due to Holt's campaign against John Kelly, the Commissioner closes off the lower level and forces most of the departments to work in a tight space, leading to Amy and her officers coming into conflict with Terry and Rosa. Gina helps Holt prepare for a televised interview."
6,3,The Tattler,11/4/19,7.6,2252,"Jake and Gina attend their 20th high school reunion. Back at the Nine-Nine, Charles helps Rosa with her love life.","Jake and Gina attend their 20th high school reunion. Back at the Nine-Nine, Charles helps Rosa with her love life.[2] Holt, Terry, Hitchcock and Scully try to figure out a mystery sound in a radio's listening contest.
","At Jake and Gina's 20-year high-school reunion, Jake and Amy try to find out who framed Jake as ""The Tattler"" and ruined his senior year while Gina tries marketing herself in front of a potential investor. Holt, Terry, Hitchcock and Scully try winning a radio contest. Charles helps Rosa choose between two potential love interests."
